instance,bestsol,commit,time,optimal,score
S_abs3n5_2_H3,3290.7,v6-21-g5876c9a,0.097,True,0
S_abs3n5_2_H6,7746.36,v6-21-g5876c9a,2.436,True,0
S_abs3n5_2_L3,2401.33,v6-21-g5876c9a,0.111,True,0
S_abs3n5_2_L6,5926.65,v10-2-g2ae249a,6.353,True,0
S_abs3n5_3_H3,3828.96,v6-21-g5876c9a,0.047,True,0
S_abs3n5_3_H6,9501.22,v10-2-g2ae249a,15.659,False,0
S_abs3n5_3_L3,2960.75,v6-21-g5876c9a,0.488,True,0
S_abs3n5_3_L6,7667.42,v10-2-g2ae249a,6.186,False,0
S_abs3n5_4_H3,4445.22,v6-21-g5876c9a,1.35,True,0
S_abs3n5_4_H6,11116.59,v6-21-g5876c9a,23.052,False,0.026903973509929
S_abs3n5_4_L3,3567.05,v10-2-g2ae249a,1.368,True,0
S_abs3n5_4_L6,9285.36,v6-21-g5876c9a,26.383,False,0.0079701700231194
S_abs3n5_5_H3,4798.59,v6-21-g5876c9a,4.866,False,0
S_abs3n5_5_H6,13232.37,v6-21-g5876c9a,249.811,False,1.4952333396996
S_abs3n5_5_L3,3929.15,v6-21-g5876c9a,6.812,False,0
S_abs3n5_5_L6,11439.22,v10-2-g2ae249a,52.485,False,1.7128762699416
S_abs4n10_2_H3,4051.83,v6-21-g5876c9a,2.906,True,0
S_abs4n10_2_H6,9284.36,v6-21-g5876c9a,60.012,True,0
S_abs4n10_2_L3,2421.88,v6-21-g5876c9a,12.143,True,0
S_abs4n10_2_L6,6139.11,v6-21-g5876c9a,30.313,True,0
S_abs4n10_3_H3,4743.88,v6-21-g5876c9a,17.496,True,0
S_abs4n10_3_H6,10600.96,v6-21-g5876c9a,188.705,False,0.11767483590688
S_abs4n10_3_L3,3123.18,v6-21-g5876c9a,2.957,True,0
S_abs4n10_3_L6,7423.9,v6-21-g5876c9a,1440.766,False,0
S_abs4n10_4_H3,5243.54,v10-2-g2ae249a,40.705,False,0.0051494582579137
S_abs4n10_4_H6,11924.97,v6-21-g5876c9a,1457.235,False,1.5417352483117
S_abs4n10_4_L3,3623.03,v6-21-g5876c9a,61.193,False,0.0011040604583679
S_abs4n10_4_L6,8737.61,v6-21-g5876c9a,424.496,False,1.7689817872214
S_abs4n10_5_H3,5717.36,v6-21-g5876c9a,890.45,False,0
S_abs4n10_5_H6,13174.95,v0,544.292,False,0.0003795095218972
S_abs4n10_5_L3,4096.78,v6-21-g5876c9a,497.05,False,0
S_abs4n10_5_L6,10029.35,v6-21-g5876c9a,695.79,False,0.073338654959088
S_abs4n15_2_H3,4577.72,v6-21-g5876c9a,9.986,True,0.0056800059421658
S_abs4n15_2_H6,10477.25,v6-21-g5876c9a,78.036,True,0.015559938218446
S_abs4n15_2_L3,2437.72,v10-2-g2ae249a,2.95,True,0.00082044550191451
S_abs4n15_2_L6,6048.59,v6-21-g5876c9a,90.46,True,0.017527817141882
S_abs4n15_3_H3,4944.26,v6-21-g5876c9a,5.577,True,0
S_abs4n15_3_H6,11533.91,v6-21-g5876c9a,295.984,False,0.26086805344274
S_abs4n15_3_L3,2810.33,v6-21-g5876c9a,2.48,True,0
S_abs4n15_3_L6,7078.42,v1,373.978,False,0
S_abs4n15_4_H3,5256.56,v6-21-g5876c9a,80.985,True,0
S_abs4n15_4_H6,12816.38,v1,1444.773,False,1.1328181099392
S_abs4n15_4_L3,3124.19,v6-21-g5876c9a,34.122,False,0
S_abs4n15_4_L6,8412.65,v6-21-g5876c9a,1166.182,False,1.6528795798866
S_abs4n15_5_H3,5627.24,v6-21-g5876c9a,281.888,False,0
S_abs4n15_5_H6,13961.66,v6-21-g5876c9a,778.16,False,1.5504236825836
S_abs4n15_5_L3,3496.54,v6-21-g5876c9a,56.199,False,0
S_abs4n15_5_L6,9502.62,v1,1331.874,False,1.9516753552036
S_abs4n20_2_H3,6335.48,v6-21-g5876c9a,87.371,True,0
S_abs4n20_2_H6,14358.64,v1,1540.252,False,0.29028265540179
S_abs4n20_2_L3,3455.87,v6-21-g5876c9a,66.114,True,0
S_abs4n20_2_L6,8222.86,v6-21-g5876c9a,825.323,False,0.27498960405157
S_abs4n20_3_H3,6873.98,v1,35.306,False,0
S_abs4n20_3_H6,16371.4,v1,1560.201,False,1.5469544721499
S_abs4n20_3_L3,4046.38,v6-21-g5876c9a,11.388,False,1.5624490164729
S_abs4n20_3_L6,9996.53,v6-21-g5876c9a,1378.611,False,0.39176421438269
S_abs4n20_4_H3,7639.88,v0,104.007,False,1.2686617613336
S_abs4n20_4_H6,18208.84,v1,1567.351,False,2.7157958865936
S_abs4n20_4_L3,4692.67,v6-21-g5876c9a,1032.398,False,0.50739133600917
S_abs4n20_4_L6,12155.05,v6-21-g5876c9a,1345.831,False,5.1102117761002
S_abs4n20_5_H3,8120.73,v6-21-g5876c9a,1046.937,False,1.4808372166259
S_abs4n20_5_H6,20105.55,v6-21-g5876c9a,814.675,False,4.1797719040982
S_abs4n20_5_L3,5227.32,v6-21-g5876c9a,1596.725,False,2.2752752380636
S_abs4n20_5_L6,14078.89,v6-21-g5876c9a,1547.879,False,7.1803558242043
S_abs4n25_2_H3,7159.82,v6-21-g5876c9a,14.23,True,0.0039108657818865
S_abs4n25_2_H6,15289.98,v10-2-g2ae249a,297.964,False,0.0013734673575794
S_abs4n25_2_L3,3099.7,v6-21-g5876c9a,21.44,True,0.0009678449641281
S_abs4n25_2_L6,7746.31,v10-2-g2ae249a,724.642,False,0.0015491486782704
S_abs4n25_3_H3,7577.28,v1,263.132,False,0
S_abs4n25_3_H6,16390.85,v1,868.925,False,1.0535161285748
S_abs4n25_3_L3,3511.2,v10-2-g2ae249a,121.373,False,0
S_abs4n25_3_L6,8818.92,v1,906.163,False,1.68738714431
S_abs4n25_4_H3,7965.14,v1,105.129,False,0
S_abs4n25_4_H6,17869.3,v1,1388.616,False,3.6586497743436
S_abs4n25_4_L3,3920.34,v1,1202.636,False,0.60150375939849
S_abs4n25_4_L6,10557.86,v1,1413.231,False,8.2962955364882
S_abs4n25_5_H3,8525.28,v1,1236.026,False,3.367549596607
S_abs4n25_5_H6,18897.46,v1,1236.202,False,3.0766797211646
S_abs4n25_5_L3,4230.86,v1,1019.923,False,0.001181806793471
S_abs4n25_5_L6,10898.73,v6-21-g5876c9a,1584.933,False,2.2471667667367
S_abs4n30_2_H3,8223.26,v6-21-g5876c9a,450.234,True,0
S_abs4n30_2_H6,16721.65,v6-21-g5876c9a,1176.703,False,0.14703152044369
S_abs4n30_2_L3,3422.3,v1,724.546,True,0
S_abs4n30_2_L6,8108.42,v1,1532.373,False,0.52740680496115
S_abs4n30_3_H3,8546.37,v6-21-g5876c9a,443.324,False,0
S_abs4n30_3_H6,17777.5,v6-21-g5876c9a,1005.309,False,-0.47028525039891
S_abs4n30_3_L3,3782.8,v6-21-g5876c9a,286.141,False,0
S_abs4n30_3_L6,9402.01,v6-21-g5876c9a,1097.919,False,2.2060925724013
S_abs4n30_4_H3,9097.03,v6-21-g5876c9a,310.012,False,0.23303525388174
S_abs4n30_4_H6,19294.25,v6-21-g5876c9a,710.325,False,1.4531047066185
S_abs4n30_4_L3,4304.15,v1,931.207,False,0.88907745029556
S_abs4n30_4_L6,11260.65,v6-21-g5876c9a,1126.564,False,8.4162133538728
S_abs4n30_5_H3,9582,v10-2-g2ae249a,1281.745,False,0.24470085085593
S_abs4n30_5_H6,20486.75,v10-2-g2ae249a,1355.159,False,0.16599194242353
S_abs4n30_5_L3,4764.7,v6-21-g5876c9a,1213.752,False,1.2312104955649
S_abs4n30_5_L6,12608.18,v6-21-g5876c9a,1573.814,False,5.8248140873915
S_abs4n35_2_H3,8573.28,v6-21-g5876c9a,613.792,True,0.007698929848754
S_abs4n35_2_H6,19110.07,v1,339.746,False,
S_abs4n35_2_L3,3244.27,v6-21-g5876c9a,49.823,True,0.0018494487101561
S_abs4n35_2_L6,8643.01,v1,431.338,False,
S_abs4n35_3_H3,9158.52,v6-21-g5876c9a,365.9,False,0.16536518144237
S_abs4n35_3_H6,20799.95,v1,1448.28,False,
S_abs4n35_3_L3,3815.15,v6-21-g5876c9a,1402.271,False,0.031988001877337
S_abs4n35_3_L6,10737.96,v1,971.515,False,
S_abs4n35_4_H3,9730.43,v6-21-g5876c9a,1249.131,False,1.0164526001503
S_abs4n35_4_H6,22661.27,v6-21-g5876c9a,1345.342,False,
S_abs4n35_4_L3,4593.63,v6-21-g5876c9a,810.693,False,6.6983334301144
S_abs4n35_4_L6,12733.8,v6-21-g5876c9a,1451.211,False,
S_abs4n35_5_H3,10143.11,v6-21-g5876c9a,1021.139,False,1.4100067186025
S_abs4n35_5_H6,25108.41,v1,1389.936,False,
S_abs4n35_5_L3,5019.41,v6-21-g5876c9a,1553.438,False,7.5384302257073
S_abs4n35_5_L6,14665.71,v6-21-g5876c9a,1503.52,False,
S_abs4n40_2_H3,9445.91,v6-21-g5876c9a,138.424,True,0.0063523590014603
S_abs4n40_2_H6,20581.47,v6-21-g5876c9a,1482.948,False,
S_abs4n40_2_L3,3520.33,v10-2-g2ae249a,321.751,False,0.0011362700232054
S_abs4n40_2_L6,9604.11,v6-21-g5876c9a,1289.511,False,
S_abs4n40_3_H3,9703.89,v6-21-g5876c9a,1240.12,False,0
S_abs4n40_3_H6,22009.97,v6-21-g5876c9a,1103.96,False,
S_abs4n40_3_L3,3777.89,v6-21-g5876c9a,220.085,False,0
S_abs4n40_3_L6,11057.61,v6-21-g5876c9a,811.306,False,
S_abs4n40_4_H3,10234.42,v6-21-g5876c9a,1460.182,False,0.49301811333429
S_abs4n40_4_H6,23205.39,v1,1539.034,False,
S_abs4n40_4_L3,4299.13,v6-21-g5876c9a,1446.633,False,1.0065103646603
S_abs4n40_4_L6,12556.4,v6-21-g5876c9a,1293.716,False,
S_abs4n40_5_H3,10629.7,v6-21-g5876c9a,773.47,False,1.3181259716282
S_abs4n40_5_H6,24985.44,v6-21-g5876c9a,1566.597,False,
S_abs4n40_5_L3,4666.19,v6-21-g5876c9a,899.903,False,2.2975452658071
S_abs4n40_5_L6,14517.68,v1,1546.556,False,
S_abs4n45_2_H3,11395.09,v6-21-g5876c9a,687.367,False,0
S_abs4n45_2_H6,25783.43,v6-21-g5876c9a,333.487,False,
S_abs4n45_2_L3,4189.42,v6-21-g5876c9a,665.76,False,0
S_abs4n45_2_L6,10702.24,v6-21-g5876c9a,1575.8,False,
S_abs4n45_3_H3,12034.89,v6-21-g5876c9a,1128.904,False,1.6603693257411
S_abs4n45_3_H6,28688.28,v1,755.807,False,
S_abs4n45_3_L3,4745.38,v6-21-g5876c9a,1595.541,False,1.9783724308666
S_abs4n45_3_L6,12963.94,v6-21-g5876c9a,852.017,False,
S_abs4n45_4_H3,12776.44,v1,1153.327,False,1.0107047420268
S_abs4n45_4_H6,30534.95,v6-21-g5876c9a,1520.755,False,
S_abs4n45_4_L3,5851.39,v6-21-g5876c9a,550.598,False,8.4912726989554
S_abs4n45_4_L6,14652.72,v6-21-g5876c9a,907.964,False,
S_abs4n45_5_H3,13751.41,v6-21-g5876c9a,1434.933,False,5.8794407058932
S_abs4n45_5_H6,33498.87,v6-21-g5876c9a,967.361,False,
S_abs4n45_5_L3,6207.44,v6-21-g5876c9a,302.951,False,3.1233854368271
S_abs4n45_5_L6,17804.94,v6-21-g5876c9a,1395.155,False,
S_abs4n50_2_H3,13390.85,v1,92.554,False,0.045200525969769
S_abs4n50_2_H6,29451.83,v6-21-g5876c9a,571.886,False,
S_abs4n50_2_L3,4319.84,v1,64.259,False,0
S_abs4n50_2_L6,11915.35,v0,1188.094,False,
S_abs4n50_3_H3,14160.67,v6-21-g5876c9a,1480.417,False,1.0658517071541
S_abs4n50_3_H6,32997,v6-21-g5876c9a,1086.05,False,
S_abs4n50_3_L3,5024.86,v6-21-g5876c9a,1093.533,False,1.6470312171281
S_abs4n50_3_L6,14070.86,v1,1422.157,False,
S_abs4n50_4_H3,14899.21,v6-21-g5876c9a,690.28,False,1.036047368753
S_abs4n50_4_H6,36846.05,v6-21-g5876c9a,237.53,False,
S_abs4n50_4_L3,6056.2,v6-21-g5876c9a,229.502,False,7.7431613105235
S_abs4n50_4_L6,16599.36,v6-21-g5876c9a,1558.893,False,
S_abs4n50_5_H3,15671.42,v6-21-g5876c9a,804.824,False,1.3011526082845
S_abs4n50_5_H6,39523.66,v6-21-g5876c9a,501.905,False,
S_abs4n50_5_L3,6802.22,v6-21-g5876c9a,1592.986,False,6.0854457721592
S_abs4n50_5_L6,20200.75,v6-21-g5876c9a,532.086,False,
S_abs4n5_2_H3,2143.15,v6-21-g5876c9a,0.343,True,0
S_abs4n5_2_H6,5419.55,v10-2-g2ae249a,3.587,True,0
S_abs4n5_2_L3,1701.71,v10-2-g2ae249a,0.851,False,0
S_abs4n5_2_L6,3776.7,v6-21-g5876c9a,13.609,True,0.0042366822541329
S_abs4n5_3_H3,2716.21,v6-21-g5876c9a,0.59,True,0
S_abs4n5_3_H6,6107.27,v6-21-g5876c9a,16.371,False,0
S_abs4n5_3_L3,2275.59,v6-21-g5876c9a,0.495,True,0
S_abs4n5_3_L6,4465.87,v6-21-g5876c9a,192.343,False,0
S_abs4n5_4_H3,3052.35,v6-21-g5876c9a,0.75,True,0
S_abs4n5_4_H6,6691.25,v6-21-g5876c9a,71.482,False,0.064603637244587
S_abs4n5_4_L3,2616,v6-21-g5876c9a,0.567,True,0
S_abs4n5_4_L6,5056.62,v6-21-g5876c9a,17.972,False,0.0049442584304504
S_abs4n5_5_H3,3742.31,v6-21-g5876c9a,1.6,True,0.012827947822314
S_abs4n5_5_H6,7881.11,v6-21-g5876c9a,155.065,False,0
S_abs4n5_5_L3,3303.45,v6-21-g5876c9a,1.318,True,0.0018163159663187
S_abs4n5_5_L6,6255.56,v6-21-g5876c9a,216.895,False,0
S_abs5n10_2_H3,4113.44,v6-21-g5876c9a,1.302,True,0
S_abs5n10_2_H6,9200.85,v6-21-g5876c9a,39.752,True,0
S_abs5n10_2_L3,2076.4,v6-21-g5876c9a,1.032,True,0
S_abs5n10_2_L6,5055.15,v6-21-g5876c9a,7.936,True,0
S_abs5n10_3_H3,4407.1,v10-2-g2ae249a,4.816,False,0
S_abs5n10_3_H6,9884.53,v6-21-g5876c9a,81.317,False,0
S_abs5n10_3_L3,2378.33,v6-21-g5876c9a,1.56,True,0
S_abs5n10_3_L6,5741.72,v6-21-g5876c9a,344.307,False,0
S_abs5n10_4_H3,4827.04,v6-21-g5876c9a,6.477,True,0
S_abs5n10_4_H6,10685.73,v6-21-g5876c9a,138.656,False,0.29848140545319
S_abs5n10_4_L3,2789.31,v6-21-g5876c9a,25.001,True,0
S_abs5n10_4_L6,6522.67,v6-21-g5876c9a,1068.639,False,0.0021464063791221
S_abs5n10_5_H3,4954.12,v6-21-g5876c9a,2.963,True,0
S_abs5n10_5_H6,11432.09,v6-21-g5876c9a,145.8,False,1.6100876904507
S_abs5n10_5_L3,2911.11,v6-21-g5876c9a,4.03,True,0
S_abs5n10_5_L6,7325.81,v0,404.145,False,2.7157423038311
S_abs5n15_2_H3,4522.03,v6-21-g5876c9a,17.241,True,0
S_abs5n15_2_H6,10536.45,v10-2-g2ae249a,122.21,False,0
S_abs5n15_2_L3,2529.78,v6-21-g5876c9a,2.653,True,0
S_abs5n15_2_L6,6281.02,v6-21-g5876c9a,1405.871,False,0.015923516167149
S_abs5n15_3_H3,5171.75,v6-21-g5876c9a,52.86,True,0
S_abs5n15_3_H6,11827.95,v1,1596.804,False,0.4687087236054
S_abs5n15_3_L3,3179.78,v10-2-g2ae249a,68.405,False,0
S_abs5n15_3_L6,7635.75,v6-21-g5876c9a,1545.368,False,1.5289678170823
S_abs5n15_4_H3,5579.89,v6-21-g5876c9a,190.301,False,0
S_abs5n15_4_H6,13161.18,v6-21-g5876c9a,667.054,False,0.097959432017825
S_abs5n15_4_L3,3590.26,v6-21-g5876c9a,93.284,False,0
S_abs5n15_4_L6,8967.55,v6-21-g5876c9a,1464.468,False,0.82718872765624
S_abs5n15_5_H3,6175.82,v6-21-g5876c9a,298.294,False,0.1258094117113
S_abs5n15_5_H6,14747.88,v1,1122.754,False,0.96239551457149
S_abs5n15_5_L3,4182.96,v6-21-g5876c9a,236.061,False,0.18250010777565
S_abs5n15_5_L6,10623.87,v6-21-g5876c9a,1050.684,False,2.6381535726707
S_abs5n20_2_H3,7003.41,v6-21-g5876c9a,1002.665,False,0
S_abs5n20_2_H6,15930.7,v6-21-g5876c9a,1309.034,False,1.5461361257612
S_abs5n20_2_L3,3273.17,v6-21-g5876c9a,205.706,True,0
S_abs5n20_2_L6,8462.2,v6-21-g5876c9a,1484.919,False,1.1166542195669
S_abs5n20_3_H3,7805.52,v1,1389.481,False,1.2253875292925
S_abs5n20_3_H6,18600.45,v1,1545.951,False,5.7005904314867
S_abs5n20_3_L3,4197.97,v0,172.635,False,5.4705381347309
S_abs5n20_3_L6,11012.81,v6-21-g5876c9a,254.148,False,7.1587315487832
S_abs5n20_4_H3,8477.51,v6-21-g5876c9a,548.148,False,1.5949580677866
S_abs5n20_4_H6,20676.31,v1,1262.044,False,4.9537572841161
S_abs5n20_4_L3,4710.74,v6-21-g5876c9a,933.576,False,1.9470780843885
S_abs5n20_4_L6,12975.61,v1,913.657,False,4.8305420231545
S_abs5n20_5_H3,9288.43,v6-21-g5876c9a,938.44,False,2.2316460976461
S_abs5n20_5_H6,22824.37,v6-21-g5876c9a,1431.092,False,5.6473479816518
S_abs5n20_5_L3,5497.37,v6-21-g5876c9a,1447.184,False,2.5244264744005
S_abs5n20_5_L6,15175.73,v6-21-g5876c9a,456.321,False,6.0127837932239
S_abs5n25_2_H3,8610.47,v6-21-g5876c9a,206.144,True,0.0025550942190922
S_abs5n25_2_H6,18275.65,v6-21-g5876c9a,1270.096,False,0.7399090038156
S_abs5n25_2_L3,3304.76,v6-21-g5876c9a,400.433,True,0.0006051913312488
S_abs5n25_2_L6,8437.29,v6-21-g5876c9a,1387.848,False,1.429119266783
S_abs5n25_3_H3,9281.37,v6-21-g5876c9a,889.684,False,0.57736758094038
S_abs5n25_3_H6,20590.26,v6-21-g5876c9a,1491.987,False,2.9791043581767
S_abs5n25_3_L3,3952.08,v6-21-g5876c9a,670.58,False,0.862108567491
S_abs5n25_3_L6,10706.35,v1,1187.482,False,5.8682474858844
S_abs5n25_4_H3,9931.73,v6-21-g5876c9a,1125.931,False,1.5185262036743
S_abs5n25_4_H6,22503.07,v1,1229.843,False,2.7490525546779
S_abs5n25_4_L3,4531.3,v6-21-g5876c9a,389.748,False,1.3518651892477
S_abs5n25_4_L6,12853.66,v6-21-g5876c9a,1357.202,False,5.8184392725716
S_abs5n25_5_H3,10537.65,v6-21-g5876c9a,1532.502,False,1.0479106514249
S_abs5n25_5_H6,24957.41,v1,1394.586,False,5.1653070168046
S_abs5n25_5_L3,5196.06,v6-21-g5876c9a,966.955,False,1.6411849394385
S_abs5n25_5_L6,14671.12,v6-21-g5876c9a,1319.946,False,4.55920293057
S_abs5n30_2_H3,8115.83,v6-21-g5876c9a,408.654,True,0
S_abs5n30_2_H6,17833.52,v1,167.068,False,0.69677675814732
S_abs5n30_2_L3,3020.61,v6-21-g5876c9a,187.617,True,0
S_abs5n30_2_L6,8041.87,v6-21-g5876c9a,1481.222,False,2.4387230237363
S_abs5n30_3_H3,8512.77,v6-21-g5876c9a,1043.466,False,0.11760873221316
S_abs5n30_3_H6,19258.88,v6-21-g5876c9a,1121.997,False,2.2732969390573
S_abs5n30_3_L3,3418.41,v6-21-g5876c9a,1127.949,False,0.73731578156357
S_abs5n30_3_L6,9604.66,v6-21-g5876c9a,812.276,False,6.0816012317167
S_abs5n30_4_H3,8961.24,v6-21-g5876c9a,1030.484,False,0.5747455395773
S_abs5n30_4_H6,20377.19,v1,1579.639,False,2.0962683127242
S_abs5n30_4_L3,3902.68,v6-21-g5876c9a,265.002,False,2.7981403679753
S_abs5n30_4_L6,10688.69,v10-2-g2ae249a,1491.428,False,5.164308624727
S_abs5n30_5_H3,9479.84,v1,1150.255,False,2.2386103942185
S_abs5n30_5_H6,22384.77,v1,1203.336,False,5.9358273585575
S_abs5n30_5_L3,4367.97,v10-2-g2ae249a,1210.872,False,5.0773290737591
S_abs5n30_5_L6,12742.05,v1,1301.07,False,10
S_abs5n35_2_H3,9013.45,v6-21-g5876c9a,4.058,False,0.0053256584677586
S_abs5n35_2_H6,20169.54,v1,188.365,False,
S_abs5n35_2_L3,3382.98,v6-21-g5876c9a,3.115,True,0.0017736156929571
S_abs5n35_2_L6,9072.87,v1,580.275,False,
S_abs5n35_3_H3,9464.47,v6-21-g5876c9a,537.265,False,0.10788775865296
S_abs5n35_3_H6,21906.29,v10-2-g2ae249a,1095.475,False,
S_abs5n35_3_L3,3888.7,v6-21-g5876c9a,844.213,False,1.6924774711165
S_abs5n35_3_L6,10546.35,v6-21-g5876c9a,353.171,False,
S_abs5n35_4_H3,10023.91,v6-21-g5876c9a,1010.601,False,1.702909983391
S_abs5n35_4_H6,23456.04,v1,672.483,False,
S_abs5n35_4_L3,4318.66,v6-21-g5876c9a,656.306,False,2.2298708000549
S_abs5n35_4_L6,12241.76,v10-2-g2ae249a,1435.225,False,
S_abs5n35_5_H3,10668.09,v6-21-g5876c9a,363.901,False,4.0142857560716
S_abs5n35_5_H6,26365.27,v6-21-g5876c9a,178.226,False,
S_abs5n35_5_L3,4860.25,v6-21-g5876c9a,1241.921,False,5.1005756447351
S_abs5n35_5_L6,14733.94,v6-21-g5876c9a,1556.251,False,
S_abs5n40_2_H3,10723.27,v6-21-g5876c9a,1309.941,False,0
S_abs5n40_2_H6,23036.22,v1,1264.828,False,
S_abs5n40_2_L3,3630.77,v6-21-g5876c9a,558.876,True,0
S_abs5n40_2_L6,9126.95,v1,989.037,False,
S_abs5n40_3_H3,11189.93,v6-21-g5876c9a,1382.166,False,0.19627489588565
S_abs5n40_3_H6,24480.63,v6-21-g5876c9a,1116.498,False,
S_abs5n40_3_L3,4203.45,v6-21-g5876c9a,648.396,False,3.1559443905911
S_abs5n40_3_L6,11176.68,v6-21-g5876c9a,1574.69,False,
S_abs5n40_4_H3,11639.5,v6-21-g5876c9a,1173.909,False,0.63539630347891
S_abs5n40_4_H6,26249.93,v6-21-g5876c9a,1384.557,False,
S_abs5n40_4_L3,4724.15,v6-21-g5876c9a,1225.153,False,5.1847019453208
S_abs5n40_4_L6,12315.36,v6-21-g5876c9a,1351.89,False,
S_abs5n40_5_H3,12129.51,v6-21-g5876c9a,1415.439,False,2.1328353068866
S_abs5n40_5_H6,28593.22,v1,1181.034,False,
S_abs5n40_5_L3,5220.97,v6-21-g5876c9a,252.57,False,9.1953878748711
S_abs5n40_5_L6,14713.55,v6-21-g5876c9a,1450.839,False,
S_abs5n45_2_H3,11034.53,v1,1469.619,False,0.0025375535265271
S_abs5n45_2_H6,24986.53,v1,1474.717,False,
S_abs5n45_2_L3,3638.15,v6-21-g5876c9a,1459.585,False,0.0016492170342053
S_abs5n45_2_L6,9388.58,v1,1110.687,False,
S_abs5n45_3_H3,11301.65,v6-21-g5876c9a,1216.438,False,0.42295884592658
S_abs5n45_3_H6,25741.75,v6-21-g5876c9a,1360.609,False,
S_abs5n45_3_L3,3874.14,v6-21-g5876c9a,623.892,False,0.18852554404747
S_abs5n45_3_L6,10436.64,v6-21-g5876c9a,1078.524,False,
S_abs5n45_4_H3,11564.29,v6-21-g5876c9a,1491.889,False,0.22394689061356
S_abs5n45_4_H6,27061.47,v6-21-g5876c9a,1216.65,False,
S_abs5n45_4_L3,4184.29,v6-21-g5876c9a,352.275,False,0.82456440493774
S_abs5n45_4_L6,11269.74,v6-21-g5876c9a,1494.914,False,
S_abs5n45_5_H3,12056.28,v6-21-g5876c9a,482.604,False,2.7969219619295
S_abs5n45_5_H6,28928.67,v1,1509.921,False,
S_abs5n45_5_L3,4704.87,v6-21-g5876c9a,1539.711,False,8.3929069223627
S_abs5n45_5_L6,13162.36,v1,1591.722,False,
S_abs5n50_2_H3,12825.93,v6-21-g5876c9a,1119.773,False,0.060695186122817
S_abs5n50_2_H6,27780.9,v0,962.988,False,
S_abs5n50_2_L3,4264.57,v6-21-g5876c9a,545.233,False,0.43333168478887
S_abs5n50_2_L6,10951.85,v0,749.367,False,
S_abs5n50_3_H3,13858.94,v1,788.411,False,3.6228914941979
S_abs5n50_3_H6,30105.05,v6-21-g5876c9a,1103.762,False,
S_abs5n50_3_L3,5028.48,v6-21-g5876c9a,1423.305,False,5.4852108244179
S_abs5n50_3_L6,13586.55,v6-21-g5876c9a,1520.019,False,
S_abs5n50_4_H3,14442.02,v6-21-g5876c9a,654.708,False,2.7620189485444
S_abs5n50_4_H6,34091.04,v6-21-g5876c9a,745.726,False,
S_abs5n50_4_L3,5707.28,v6-21-g5876c9a,867.982,False,4.072619321145
S_abs5n50_4_L6,15906.67,v10-2-g2ae249a,350.681,False,
S_abs5n50_5_H3,15272.93,v6-21-g5876c9a,744.527,False,5.4306017296414
S_abs5n50_5_H6,35783.04,v6-21-g5876c9a,562.263,False,
S_abs5n50_5_L3,6873.82,v10-2-g2ae249a,1373.553,False,10
S_abs5n50_5_L6,20494.88,v6-21-g5876c9a,290.979,False,
S_abs5n5_2_H3,2023.74,v6-21-g5876c9a,0.148,True,0
S_abs5n5_2_H6,4638.11,v6-21-g5876c9a,1.877,True,0.022212254263443
S_abs5n5_2_L3,1184.74,v10-2-g2ae249a,1.114,False,0
S_abs5n5_2_L6,2855.1,v6-21-g5876c9a,1.306,True,0.0014010213445603
S_abs5n5_3_H3,2315.04,v6-21-g5876c9a,0.808,True,0
S_abs5n5_3_H6,5610.62,v6-21-g5876c9a,34.366,False,0
S_abs5n5_3_L3,1478.29,v10-2-g2ae249a,0.771,False,0
S_abs5n5_3_L6,3842.3,v6-21-g5876c9a,41.417,False,0
S_abs5n5_4_H3,2475.88,v6-21-g5876c9a,0.085,True,0
S_abs5n5_4_H6,6634.2,v10-2-g2ae249a,21.462,False,0
S_abs5n5_4_L3,1640.93,v6-21-g5876c9a,0.053,True,0
S_abs5n5_4_L6,4876.62,v6-21-g5876c9a,4.094,False,0
S_abs5n5_5_H3,2818.21,v6-21-g5876c9a,0.96,True,0
S_abs5n5_5_L3,1973.07,v10-2-g2ae249a,0.731,True,0
